Power Demand (MW),Month,Day of the Week,Time of the Day (Hour),Voltage Unbalance
1040.1652974549431,3,2,20,0.23931056533508432
761.838761796153,8,3,3,0.09643595172216853
1402.130538987181,8,5,20,0.28162820059686894
859.6053125991948,5,1,20,0.2192410275648207
1051.8176867434047,4,0,7,0.12610927733122332
1076.933143669858,7,6,23,0.1919932103020679
1039.8126170934256,4,3,14,0.27314003993880526
510.3627612158653,2,6,16,0.2813719986703992
638.3947340041678,6,3,2,0.07017589750678158
886.9124311077271,3,5,12,0.2464328262417335
1079.8579583328826,6,5,4,0.15493908203783308
965.5551964285573,5,1,14,0.2640738914972711
760.7131317122457,3,1,5,0.11059503020508285
662.8939202195747,7,5,11,0.2236643169922935
899.6106138751641,11,4,1,0.08869070546115307
882.8809888300692,10,6,19,0.2820913271488638
1128.2091143981893,2,4,20,0.25411559954417134
918.4203844604205,8,0,12,0.21532674569669819
1150.6769141073323,8,4,19,0.3078106024833129
851.3375575698986,6,3,3,0.08768985164958668
936.010582696433,9,6,20,0.27216154101553214
912.9884050893452,2,0,12,0.22506816760743134
804.4082582744776,10,3,17,0.28446583808176074
1156.2796641084326,9,6,2,0.1425680037835608
796.6010007263733,4,6,20,0.26528807681448796
869.5896225073452,12,4,9,0.17347146958081638
981.7200885129507,1,3,8,0.16082702004236715
675.655086010815,10,2,17,0.2701799515742084
918.7662604198753,9,1,22,0.15511398228078463
822.1734100643029,10,0,12,0.1949149547717066
902.9614518794376,11,1,6,0.11864401686710646
985.0179993322273,7,0,21,0.1807446334123382
800.0215942148338,4,4,19,0.2782506635673125
944.981055044911,7,6,13,0.2655901911785495
1327.167188088045,8,6,1,0.12034889981604457
993.5503604363782,11,1,3,0.09520311875298297
1286.3155432548062,5,1,3,0.11455948651361593
1086.62361050169,9,0,16,0.2514981562888277
1193.5401524547042,6,1,10,0.18175003807216827
806.3852578072936,9,4,20,0.2451991024297955
1026.2267912713783,1,1,7,0.1289252126292936
1033.4782306538689,9,6,0,0.1062351628716168
846.8435652812661,5,3,17,0.2916638187120631
794.2929189264296,11,4,9,0.17502457468171176
627.4336530231755,5,4,12,0.21675110362487007
1374.0349092379079,6,5,0,0.1196983242143078
756.8992776618757,10,3,16,0.2914417534737178
1336.555268305575,6,4,13,0.2864244779971047
883.1267065855366,4,4,2,0.11275211858948077
784.3766750688166,3,3,15,0.2545896022232668
1155.6297850762494,1,1,13,0.2673377530460177
842.2020145632857,6,6,12,0.2631900743553175
1142.1147297310692,6,5,6,0.16282355079992034
916.7970587869476,5,4,3,0.11929339277665955
1120.1061240294466,11,1,23,0.13240060877803625
757.9534840232238,12,2,9,0.16107622597294805
1207.837764496192,10,2,0,0.10077061120780931
1121.9931706657512,7,1,15,0.2648562210557802
770.0873274843345,6,4,10,0.19125324863152549
1660.7339302536855,11,2,22,0.2048713983646295
1135.0307566001236,11,5,11,0.28782210335668656
1572.6167676326347,10,4,4,0.17284658727663513
1400.0669546871898,9,2,0,0.09988453637733523
952.7913049455541,10,6,13,0.2747528838493136
896.9320613488643,7,6,13,0.27808944152521536
899.1352041447997,4,0,23,0.12592871293682267
542.4928623930475,10,1,3,0.08817370408749238
826.0412201626132,7,4,17,0.28780364311292933
1061.6915059949927,11,5,10,0.20352914335302905
1381.489390221202,3,0,6,0.15570746014327194
806.8070292554495,8,5,10,0.22467867964675522
1220.5141498407527,3,6,22,0.20678773699880598
686.8516646241703,9,1,7,0.12387646198859491
853.4199936972169,12,2,10,0.167106483662295
885.5898514276186,3,0,10,0.14756783683938893
1092.9527703743734,4,5,6,0.17492182520869004
1114.3274116802029,10,0,1,0.07891158303106087
1240.5854362035864,10,1,17,0.2893288750060159
1192.7092401012342,11,0,17,0.2913507643139672
1060.792053850623,10,1,12,0.22122784112931387
1097.5912358771557,8,0,11,0.19868262927345842
1397.132672774383,12,5,22,0.222185882400061
872.2684546919343,8,3,13,0.2628879722789085
1193.6820797667906,4,6,6,0.18654410328459137
547.9640183754371,7,4,20,0.23074673384163466
1102.833560724402,12,5,9,0.19322486870532116
879.1876143802232,3,0,4,0.07951910757160192
1000.6427956078775,9,4,10,0.19898666640922244
1260.0215612634258,3,5,7,0.18907423467806742
1041.1609523815994,10,5,3,0.14430371306544718
1221.2968853022319,1,2,4,0.11930661381570458
1368.4412037846012,12,6,22,0.22476992642213578
1097.2734922164302,1,5,16,0.3126244775340447
1292.760266155122,5,4,7,0.16780059691505486
918.3597555801981,7,5,6,0.16298465050914301
997.9475294325965,3,4,18,0.3275278792721009
869.3451459003805,10,3,19,0.28110886402442165
1260.744398661594,10,6,12,0.2923809227660271
1103.5228384483987,11,0,5,0.13318989784717616
873.1913845262693,7,6,7,0.16526400736188815
1038.667208411583,12,4,19,0.29808906363577165
1260.3920972046453,5,5,12,0.2822902148990883
990.1830022405117,10,6,1,0.11891411817927358
762.7667972875591,1,2,9,0.155175021588564
1032.977938946853,6,3,17,0.30127322354331326
504.85860223276507,4,0,12,0.19836226182968036
1192.1926610998687,11,5,3,0.16908004810571936
894.6681031688299,10,4,8,0.16017948387541153
882.6723159302234,2,1,8,0.13559785190041887
1218.9239196948768,9,4,18,0.33241843539116844
658.7092806937078,8,5,17,0.30060656583424245
1486.7746607050894,10,3,7,0.1749175131409106
879.9394895654442,1,0,3,0.07791659066735372
869.1872641537763,10,2,10,0.16611410225012052
1255.3061857917908,6,0,22,0.1570391615897118
1177.1738182776066,11,5,5,0.16340986683170688
1612.807429768769,10,6,15,0.32539942382214165
947.19850409212,1,1,14,0.2530105380164423
969.8983403338975,2,6,3,0.12882396271035412
630.1710050091866,5,0,18,0.2727824434871468
916.9744306627937,6,5,19,0.2831948426148901
819.642176107061,5,5,21,0.2356287421562966
887.8082467236252,4,2,13,0.23768386798721758
563.9530608615112,2,5,2,0.09138354396882664
1415.1518899736284,3,5,18,0.34773628064770046
645.8491293935899,4,1,6,0.12187475505242362
299.4493004020717,2,4,8,0.12621899849979581
702.8938946042451,3,5,7,0.14642415678992302
849.0401118009622,6,5,22,0.18789170990232873
712.6114841857204,9,5,8,0.1806333215792096
1274.575885183128,3,3,15,0.27242398292903997
965.5402053509765,1,5,11,0.2385742972214723
1006.3464011016148,8,1,21,0.20001211486406034
1152.5979410763532,7,5,9,0.19538319486248637
1071.5031317445296,11,1,6,0.13950851346998974
1244.6418243615108,10,4,8,0.1843248629527593
722.6306115909638,1,5,3,0.09846075782656111
863.120474830142,6,2,5,0.11778926292295659
1166.4917865173845,9,4,14,0.28594716913615337
366.36138447894245,12,5,0,0.05256406212217353
656.2038801706898,8,1,23,0.1103395970656445
1125.2480580449867,7,6,16,0.3182221019336707
879.9377412512687,1,3,16,0.28988552356013303
1234.0268875274244,7,4,5,0.160395326758662
1202.2950742132907,12,3,8,0.18423969596463372
700.4767799522405,10,2,7,0.11779902900936537
1101.6642718667204,7,4,2,0.10811760533600878
1300.4244639168767,12,4,13,0.29542124546816145
1036.858600412743,11,6,7,0.1796003086650565
755.6337806885327,3,1,19,0.25326335637272007
1219.8474854783426,6,0,23,0.13574499742057755
1158.856131638499,6,2,13,0.2623084997616807
1135.652695874699,12,3,20,0.25655518837744373
1178.984723359248,7,0,15,0.2587269620318396
251.34678494309526,8,1,4,0.06747936144266585
1220.2343902702428,5,4,2,0.12245349412320888
1452.0329526447438,1,3,2,0.11651595824256496
1109.1596186573233,6,3,8,0.18223940025874796
1048.1822491249318,10,5,22,0.20323579526470173
1174.1096683478597,5,6,14,0.3134414644669785
1084.5563684212789,11,2,1,0.09323494985454847
1162.945315425154,2,3,15,0.2791122755867786
1000.3677500613527,4,1,19,0.259109900988312
808.3237863657749,12,3,8,0.17214599352875262
748.9193219463466,7,2,17,0.25906647094145263
750.452067942034,10,0,21,0.16542448782814206
656.7393622622762,8,4,19,0.27706158863475305
733.0644972452234,2,3,8,0.15743971530188533
1440.316531854966,7,5,14,0.3068497640092938
1188.5239159140606,7,1,5,0.12579479742859936
843.7431523288321,8,3,21,0.2137657717450942
902.4018265036229,4,6,22,0.19933603049438983
1028.1393827266136,11,3,3,0.11446630979098715
836.1137426289105,8,4,4,0.11669917212844004
1016.8792142935812,12,2,22,0.17163547599848136
1194.401034475728,12,6,5,0.1705468433786024
991.0643166129566,3,5,13,0.2488091509775018
1084.003935665498,5,2,3,0.11027534557061418
1221.622884839904,2,3,11,0.22130424379601596
931.9670609954479,6,0,0,0.04810357364439866
1071.1976497835908,12,1,20,0.24749008391414265
922.6556017791596,2,1,7,0.13887923037616567
992.8677825413959,1,3,5,0.14176802862202081
918.81743372926,11,0,15,0.24155100425358436
867.7825366109712,8,4,22,0.19268614823040067
1043.4279632467558,11,1,20,0.24058847143867426
1141.6363289545532,7,5,12,0.26702323458694993
1036.576111500261,5,0,9,0.15986105246314194
1124.681739577983,4,2,8,0.15871470860209244
815.5170549396926,2,5,16,0.2956294068971794
699.0662019500551,10,6,8,0.18322734372511504
1104.260875741901,7,4,14,0.2895011166885878
1171.9703477936887,6,1,22,0.1698764291666796
1012.4643166499557,4,4,22,0.1992813108932395
1337.0089451061797,3,4,1,0.10931770290126272
1226.9246994969747,5,6,20,0.2779712389369136
1670.14271019225,5,6,20,0.3011934535494134
949.7978715010836,6,0,10,0.16480221404728293
750.287800976158,4,6,18,0.3247264299447094
814.9658023151217,5,5,8,0.16500867049563073
858.625548406336,2,6,17,0.30946768811233627
1119.0078458595285,6,6,11,0.25639185295083594
460.48285900968574,12,2,21,0.1964336037316127
1329.6377545227092,9,4,3,0.14529267977055507
940.1758522144139,2,3,8,0.15677964596248828
938.301610552812,5,0,11,0.1992215853964831
730.1642084937512,7,3,3,0.11035895700089235
971.4436121374549,10,2,0,0.0525836023891357
1003.3099419168834,12,0,7,0.1497873067164874
969.5137680999306,2,6,3,0.11385001921849494
1084.7648139856076,7,3,11,0.2346813294716955
852.5919895122425,8,2,15,0.25118242443336186
776.0460598972932,7,4,9,0.1784332448416587
1137.082032624495,5,0,4,0.10923073274482761
1024.666863453949,11,3,5,0.15560909006926027
1049.295263799342,4,4,14,0.289963445022385
1264.7568136104915,4,1,13,0.2508618427589214
744.3589021848286,4,3,18,0.28321413599633444
786.189885687284,4,3,7,0.13555279326647696
1314.3049127072486,7,6,5,0.18022742320108884
629.2791606064893,5,0,14,0.22052300180302647
672.6469634172465,12,5,11,0.2490598954618935
1204.465457796249,11,5,12,0.2785402183302414
1059.5500480055096,7,4,10,0.21248386849730536
1026.308034264819,7,3,11,0.2578187159124527
977.0851479749042,9,6,15,0.2912773668230771
1007.8168867568924,1,4,15,0.2763918595044383
976.971971327011,9,5,23,0.1739753875661239
1338.8606756486047,9,4,4,0.14572960920974162
900.4629678124812,6,1,16,0.2528151633917821
959.6566159305552,10,0,17,0.27658191696129986
1448.6122013062684,11,6,8,0.20239944487252173
1006.877425507459,7,3,1,0.10982732186525787
1558.0040973812943,6,5,21,0.27258448511331007
973.7550747452616,4,3,16,0.2688718945130623
1341.8537456150395,4,1,13,0.25301809638499334
586.1639904225806,5,4,15,0.2685879579310975
1038.4111152039166,2,6,20,0.26935535619244494
603.8816092122661,6,3,15,0.24475851768330567
1211.1135766511466,12,0,23,0.15331978761576776
696.7830459477439,12,4,14,0.2588840033343679
1070.9423885958363,8,5,17,0.293202110904924
929.4510308273913,12,4,8,0.18216448800402119
710.4492037039928,10,0,0,0.05023900731255034
595.1600042756144,6,2,1,0.05496191974732908
872.2398841049726,12,1,17,0.28039762819408753
1435.1573614738327,9,2,3,0.13089846442836273
926.6287362776557,7,4,21,0.2372329595937003
1229.305385528964,6,5,11,0.23857324946404104
985.739283084453,7,2,22,0.17010274991100632
1219.181693422613,10,0,8,0.16572086038987607
543.2721554238706,9,2,0,0.05269767254866264
899.2029232876166,8,3,20,0.24197631975841266
1237.3513809483047,1,3,6,0.1537445104676451
959.1862627917053,6,5,15,0.27103900630139655
978.3861793222383,8,0,9,0.16782003569950807
892.3845220285517,9,4,1,0.08266225070681671
1287.344845841781,6,2,15,0.27441599421851864
1074.3785884887366,7,1,11,0.22425319796489743
1011.005569043837,12,0,22,0.1735973559456319
1160.763636334823,12,2,2,0.10414831551636569
1147.0562322794842,10,2,8,0.1721861156547609
1053.1467616093842,2,1,19,0.2703956128804932
1386.7578742477112,4,6,2,0.1323404235547058
984.9281165902203,3,1,14,0.24486039900510487
1069.520261991986,5,3,0,0.08138810651618568
839.2618616617774,3,5,11,0.24877071602024278
1037.5288067515323,12,3,16,0.29031990511170247
1396.9403809363419,12,1,15,0.28231001501132824
839.1855995528153,8,3,15,0.26621396996112306
716.6017935903853,5,5,14,0.2727031557476319
1249.189910704954,9,3,14,0.28857878665190995
962.8084619415802,11,6,7,0.18832063392422801
1024.0010512424426,10,3,20,0.22857529516297023
988.7216740766663,7,0,21,0.18578483317179265
1019.7804309823838,9,5,7,0.18006919209579747
1212.6326708808595,6,3,12,0.25783959264705497
790.2189523501816,3,4,11,0.2209377527662709
747.0564789736279,2,2,1,0.07248323025405648
1021.2420342594269,9,5,0,0.10489750170278772
598.3900776375418,3,4,7,0.1259443358064868
656.7366159895179,9,6,14,0.27522560352713976
1466.6707870829068,3,2,11,0.2568848786261097
1189.367082515351,1,1,3,0.09788651944359773
997.4858820327464,9,6,20,0.26532730930864035
1309.5017339896099,12,6,8,0.20640001610708872
739.8501924787138,11,6,21,0.22799616699759714
921.0992191535354,3,6,14,0.28624075087970585
1155.8634023560955,6,1,18,0.3128776492973576
1222.6679203578487,4,6,10,0.21715541104259417
1128.2292117069442,10,5,16,0.32537700728727753
364.6902980779438,5,0,11,0.18004434856249604
757.9794705838556,5,6,12,0.24547725406802293
1119.2670230892163,2,6,15,0.30831317956750454
911.0121267382984,6,5,20,0.25466332604672587
1635.057905189793,3,3,12,0.2699747985530734
1231.639575241774,3,1,17,0.30431288916592286
1139.5204701546663,6,3,22,0.19832282868193102
720.7626115633191,12,5,19,0.29215071187127195
991.1758150992711,8,5,0,0.11554036728053586
1060.3009910547382,2,3,10,0.18859245797013915
1281.9459075319505,3,2,11,0.2357338719490503
1220.2827742749082,1,6,15,0.3103885054793428
1258.2472986299863,2,6,3,0.15677706167382932
769.0219960474994,6,3,2,0.08217150047606948
1353.0379245746576,5,6,6,0.190883394599862
654.8923119231827,5,4,14,0.2769254561247639
866.0213595834596,2,5,17,0.3060368739894962
1107.6927837364103,10,2,4,0.1145854240072597
962.5271020667152,9,5,8,0.188730927684672
748.4907855199021,2,5,6,0.14385109809593938
794.6125435992169,9,1,6,0.1263921313537125
612.9364192877395,10,5,11,0.21897678877529933
1132.9936597517978,3,0,19,0.2506559731529004
1315.1422112605374,4,1,2,0.10328843273928506
974.9016241496585,3,5,23,0.16750520258261634
899.9127962466441,12,0,21,0.19745583504147343
631.9192678833776,6,2,7,0.13174789690503627
1228.3004810630443,8,1,14,0.28569081183437794
1552.8260833098734,9,5,15,0.32619273734183163
550.6360489082756,2,0,22,0.12411430588210316
734.1417654613483,1,0,17,0.2664368200769524
830.101739363964,3,0,20,0.2058165102466941
858.9205225793778,11,4,15,0.26054283902854536
1056.8364875358702,8,2,21,0.20647053410500898
1403.5623868200569,4,4,21,0.23412933737664943
1252.149321715026,5,0,6,0.13788877228312688
1131.8993456935789,12,3,1,0.09608879354327939
819.0178239853494,12,0,10,0.16110184852694254
720.0929415798864,1,2,4,0.09389078496181934
800.8061734234248,1,4,5,0.12734630171338585
1387.0167003446845,7,4,23,0.18367303961569004
984.5641746355248,2,1,13,0.23021634581399825
888.2909365843448,10,2,19,0.2878969118562119
954.061067437502,5,4,22,0.18101849386426974
1206.154554909617,9,2,2,0.11189541615930408
671.7875813625521,1,1,17,0.24765129303239602
1353.7185339806056,7,6,22,0.2452470291984776
1039.1190642365748,5,0,14,0.2605287084998169
945.9140054260685,8,0,14,0.22188043448961337
1110.7115284366848,5,0,19,0.26480137655760944
1054.5992682824842,10,3,3,0.11571760110829796
913.9508858831547,2,4,16,0.29442925549679094
936.8223319895983,10,2,20,0.24083614542034737
782.784363283512,5,2,14,0.23483812073542684
1164.0976877148255,2,1,0,0.059583215410578726
867.0015476472096,4,4,3,0.1160041272014694
760.9353943919293,3,3,4,0.09966637419807295
1041.4658806633843,1,6,9,0.20288949447167035
1332.2853206863883,7,2,15,0.2947264406469781
987.913844055045,9,1,19,0.25696454686123177
847.9746857620776,1,1,14,0.23065418895918083
1100.9740052089935,12,1,5,0.12517975875498152
1484.178115600638,5,2,13,0.2785367050659375
637.0236176420632,11,3,8,0.15716623562983778
1095.5506969463233,9,0,7,0.1387406960892178
1051.2716563079634,10,3,3,0.11609749594236862
1290.3834508897794,7,1,16,0.2938820781059984
1247.7272934212112,12,1,8,0.16349842319472865
953.3227220475552,12,0,1,0.046809106129641516
578.8706861437793,1,4,17,0.27838096640949894
1201.6409419740648,9,3,19,0.2875642544475838
791.2018274521292,8,3,6,0.12426496371212978
763.3148972607027,2,0,15,0.2457321928274811
1287.0876451727815,3,2,1,0.08268713075314503
772.2874055903369,4,0,13,0.23301527184037743
1350.7111850250608,3,0,5,0.11999665076794515
1083.9611803513283,7,0,19,0.2638668254298407
1079.7796000215706,6,6,7,0.1852822347597702
1076.8161951263978,11,4,17,0.3141973974552897
590.3940935645519,3,4,4,0.09768221401488804
555.902845913356,3,1,0,0.02447318021661285
1053.888263447171,10,2,12,0.23310697086071636
1142.001839806605,11,6,23,0.1740358841757755
1020.6527580390502,4,6,11,0.25186811322383196
794.6163707451182,12,3,15,0.2618310886782343
1004.7305259705487,4,0,8,0.13253579571684984
979.491461713629,10,1,11,0.2112008332864978
760.7104754311474,7,2,15,0.2379248314941178
1253.4930385280404,1,3,7,0.15788778520241936
567.4309846124786,6,6,0,0.09197627325298782
1147.1856017018765,2,5,8,0.1892187946104308
1096.0808513028114,11,4,5,0.1342758079247982
1252.4279637029285,5,6,11,0.25785797602135635
748.6720319127853,12,2,5,0.11026399277864621
1025.3517866670527,9,6,13,0.28500548329386965
1542.7912373295414,2,2,15,0.28297444272845346
1165.5185722499266,9,6,14,0.31202600394305813
1025.1453021822408,7,6,19,0.29764177149107596
1134.790318528549,7,6,22,0.19973849737219473
1021.54421059503,11,4,7,0.16114644319396706
1547.72450330996,12,6,17,0.3665060298801579
1245.9090489472949,8,3,22,0.20735556453099743
978.5962614423757,1,6,18,0.3323697965203482
1063.0828578461303,8,6,11,0.26636339779517076
902.3005009797466,8,5,15,0.28573105156251444
1302.4625316025763,5,5,19,0.3117825907498533
648.4738071522472,1,5,12,0.2278457752812429
598.8153675347532,10,0,19,0.23688797101257134
1364.6786874189984,10,0,21,0.21850185049516926
1538.2799481426457,6,5,12,0.2857429052653797
1117.0762269223978,2,0,22,0.15326558518046182
1028.1844853089342,3,3,19,0.2695361339887561
1164.3169225761944,7,1,7,0.1448966233317578
838.2366184043102,7,2,22,0.1524749866123029
1042.810886288053,12,2,9,0.17712108831424792
1009.7271764640537,3,2,18,0.3093633440342448
1156.64106268634,6,1,12,0.24756505747677332
610.500367954151,11,6,18,0.33262188956759936
873.2413075586657,10,2,4,0.10532522021571145
1211.2489007502093,9,0,11,0.2217307341123724
831.1015430924842,3,0,2,0.04464954992266523
751.6596561442161,2,1,10,0.15379920473342468
1510.5180374567385,12,2,9,0.2002454957516606
1009.5295000448501,4,5,20,0.24067713272362828
855.2704650141981,11,5,2,0.11880768573037645
576.9073906314729,7,3,4,0.10888191599897658
1182.3365865701066,1,5,23,0.15892262057657328
1174.7840384296735,4,4,5,0.1650400076813439
925.310099857516,5,5,14,0.28730464718806314
724.4424522732273,9,3,23,0.15182515004376845
993.8626440894052,2,5,13,0.26915714261098667
791.0359831295947,3,4,22,0.17063381577944947
764.476602781721,9,3,19,0.26724146452260805
974.1968121345731,9,4,5,0.15095690284755603
737.1524003349839,9,0,14,0.23041481678168219
1061.6622388131116,4,5,7,0.17116999915412973
1151.9981273515994,10,6,16,0.32644638210953847
790.0918882067022,7,5,22,0.1866050735134765
657.9387261654024,3,2,0,0.04581180924005793
1390.3198997389518,10,3,16,0.3031805893312737
764.9324410106988,10,1,22,0.16175118606630243
835.0143237244156,4,1,22,0.1431024561830199
1053.2542918574718,3,1,9,0.17298716513077333
1149.8423431305741,10,6,11,0.2820825765645958
935.9207765775893,9,0,19,0.2339293903014381
1115.1985819253139,8,2,16,0.2749867705089951
899.7534605258998,7,6,19,0.304818225828882
757.2073337939023,5,3,6,0.12478887373661957
1356.5792151967569,3,1,10,0.18737175781560833
1622.110403582782,1,0,12,0.25059829324301064
1423.9923832535424,5,2,11,0.23197665922157032
1035.4516597883637,12,4,16,0.3118074679291129
1458.3588404539196,11,1,20,0.25691835019661047
1088.925878930996,11,0,19,0.26352073024767164
880.6784323991926,5,2,12,0.2286440928998968
1116.5948935954948,7,3,5,0.1405423825008485
976.4018733972038,12,4,16,0.2949506678054831
754.220454063573,6,3,18,0.29787221842666917
775.4195071419961,4,0,0,0.038060917984627025
1200.512934685129,3,0,6,0.13394481209825526
538.3670045838317,2,6,14,0.2763593586480937
1151.034185110671,11,6,6,0.16893536354589253
592.6040993128904,7,1,9,0.13798059961655645
469.70588877439104,5,6,12,0.24191767262851943
540.2883490603754,2,6,9,0.1769918248806252
1491.690992983685,2,5,2,0.1423301046025936
950.9415087641145,1,4,20,0.24304090782709992
1021.6457950413547,3,5,15,0.2714291200865834
1354.813761477738,5,1,6,0.1506588943485814
1233.5449371249313,4,3,22,0.1920298064825504
652.1236826489451,7,3,2,0.07733271382142394
1217.2515857046903,4,6,8,0.20555693382466794
1046.0453161758865,4,5,11,0.2462274196812433
914.5804756010299,8,1,4,0.07908260375603915
1006.0727285344451,5,1,12,0.2369453432489358
1319.9530051570055,12,6,20,0.2930068073200853
778.5083794897618,6,5,7,0.15733877048760453
1100.2214197760302,8,3,4,0.13134348378640615
997.5856908667729,11,5,15,0.28689095985449303
550.7088461510954,6,3,3,0.09246089183764244
799.4367070672973,3,6,2,0.12810605178528464
1048.303388308424,8,4,8,0.18050646045620053
1324.3355222732225,3,1,4,0.1281112314787418
1250.3327543366825,10,4,20,0.2551874186562933
1149.3031261008562,7,4,5,0.14481507231603252
796.1810847158854,1,4,13,0.2388147737216188
1450.3034977021337,9,4,5,0.1610713838699415
1053.810116909903,5,3,4,0.11789942656024083
748.4086195803625,1,6,22,0.1942882606705514
954.2737547857622,10,5,9,0.18394982826456224
1224.06210633904,4,0,6,0.11599421213732691
1001.9043745795395,3,6,21,0.25215707321931297
1221.7161716456903,5,3,19,0.29556268224338816
1275.9234893655375,8,0,22,0.19092062170135787
1100.1326711496765,8,3,4,0.14731219470335066
785.5743442382765,7,2,0,0.057637197098070685
1033.863665797495,3,2,14,0.2697409591717011
1011.2914639847078,10,2,7,0.15200254526031096
1464.8365834629071,9,1,7,0.16363243753197182
593.4195155432924,3,6,13,0.2625643505573743
966.2943872264115,9,3,18,0.30498032558599214
853.9766133012702,4,6,16,0.2866035614632111
1083.7764050489998,12,6,8,0.20449680256501615
390.60891020016095,4,4,15,0.24815088117843606
1278.73113987257,1,6,5,0.14398844929547308
1003.4371218338835,2,2,21,0.2089595723477181
538.8247090929885,10,6,23,0.1519344937213647
909.7217163150335,9,0,22,0.15826299761364335
1152.2405854136312,11,2,20,0.2587903980695443
602.1380311354922,4,6,4,0.13238673898143424
1000.8055541107889,5,2,14,0.25829107072387064
735.6315880496174,12,2,18,0.30833653937988825
861.0037420302582,10,6,3,0.1348148080008432
1006.6845956686592,9,6,21,0.24069589621925566
1045.862563395394,1,0,7,0.13247900268973936
882.3143754543182,11,4,15,0.2852953533389812
1068.199097382566,9,4,16,0.3087314060077648
1204.4944018137014,6,0,2,0.07697070381682239
930.2714312241901,1,0,9,0.1482732324313872
1357.8919393623228,8,0,5,0.13156642565454765
1365.5535426951049,11,0,20,0.2570710262335947
892.8244836035428,12,3,21,0.21074523193663386
840.539860881604,5,5,20,0.24259379081352841
583.9567537084566,3,3,3,0.07945951404262375
968.3576670901525,6,1,4,0.11281429540394984
909.1405549709872,6,0,15,0.23155289136196913
1194.7628050332478,1,6,14,0.3036205733157131
622.5845984829252,2,3,7,0.13074207932964635
930.6521520642225,9,3,5,0.1378518870794066
1242.1860982777864,10,2,23,0.1534649332052486
817.41072611051,3,5,12,0.22598703128792832
809.4096158180977,9,0,6,0.1241632137344507
638.2649163110478,4,4,17,0.28585043948371863
1655.1434615045598,1,4,4,0.16994645893095747
813.1317054836552,1,3,14,0.25344949609435935
674.9132919454153,7,3,14,0.25851097434825127
799.03739899212,10,5,7,0.18089970950725628
806.4262298782988,11,3,9,0.16387710081122436
932.65255538719,11,0,1,0.08236876441476317
1206.3430580218787,12,5,20,0.29161640579269943
925.4192077510415,10,0,22,0.15991855238029865
769.294171250793,7,6,4,0.12007397783979162
637.1653754522438,3,1,5,0.1007252021889147
1005.4643395549679,2,3,0,0.07473734971381878
1010.6347685074477,2,4,7,0.17227312388363009
1382.7330877572062,7,3,23,0.17225591738040347
1023.1119338674522,3,6,12,0.2588182856865697
975.2479221789806,6,5,9,0.21163037178643143
737.3365408531276,11,3,18,0.3020724947761721
923.511856225402,3,2,10,0.15852981126369023
890.3813854913485,11,4,4,0.13169442571782297
907.4589588715744,2,6,21,0.22470517338546664
760.186151839853,1,2,17,0.2741675474443117
1134.5824008190443,8,3,7,0.17013140052691716
964.3886456226577,11,3,2,0.10080183454371724
949.9116299987531,7,4,5,0.11913370262199874
571.4884709877509,9,2,8,0.14053208671683834
1123.411021881216,4,2,7,0.1508667473533311
1121.7538314950948,8,3,20,0.25405815387840225
790.2176492894466,4,4,3,0.09096254128983124
1247.5303459697984,2,1,16,0.28309068081089317
658.8104424793919,4,1,23,0.11172931137569918
994.53252280273,9,1,9,0.17138151068934906
932.198165027459,8,1,4,0.09471560860495948
670.7063027985514,4,6,14,0.2949106677426119
1047.425653019999,7,3,13,0.22878281356490263
1425.6425380604478,1,3,5,0.1635513804122948
1016.90855751673,8,3,21,0.2140005099319838
884.2445614727372,3,1,3,0.10295105491956609
1111.7560392214195,10,6,4,0.16153686436290443
1026.4299988667888,5,0,19,0.24305232533151874
1006.9405329063753,1,1,6,0.11077995483644058
893.6144468071379,4,6,22,0.20999716221414608
1355.4938898231162,8,1,4,0.1142297049224283
1114.0908408701964,8,5,9,0.20690471465885288
867.8323352661279,1,3,7,0.11852183426099405
972.9990408047605,7,5,5,0.14597496372897084
814.7833239489819,12,1,8,0.1300976425904703
847.9272124796262,3,4,0,0.08383050924034943
839.8185689524503,12,1,19,0.28111639471988115
716.4221015694432,10,6,18,0.32666663518879757
1194.319240941989,6,5,23,0.19231788668909477
927.2396341817436,6,2,14,0.26494482484502824
1138.5318945816925,7,5,9,0.1964360311075182
832.4685255681759,2,2,8,0.1573447120618306
984.9093764019153,5,5,13,0.28094579852030044
822.2398508022222,5,1,2,0.06899845760270501
1179.917042634333,8,5,3,0.14533457518282328
937.8951733237404,6,2,8,0.1760231019475313
817.2816035121535,4,6,4,0.12528445701212593
589.5741927975539,2,5,16,0.25154674548073835
1068.9166373351936,12,4,12,0.250084783877112
822.9037369154732,5,1,4,0.11123968286260208
996.0551957197512,12,1,0,0.07835504113546055
877.0674729966181,7,0,15,0.24493705337024985
1238.5473952246912,8,2,21,0.2227909438190025
1136.036188089502,9,5,21,0.2297110619613482
1111.803021863708,3,4,20,0.24615203653157436
845.9697191691303,11,6,13,0.27754947221796666
1116.5725108875474,3,4,8,0.17302739667827374
1428.7079021690106,11,5,19,0.3055560959611704
791.9534914624845,1,2,19,0.22142355186964108
1043.0847848072972,11,0,0,0.046883850265805826
587.6957563957169,9,4,9,0.1700348929334409
1349.640523031384,10,5,13,0.2837511025707003
900.5219753522897,5,5,11,0.2485061414711489
1195.6447202104944,11,6,12,0.29704835304677
569.1929373209193,7,1,9,0.143123221533913
